dateday,season,month,hour,holiday,weekday,workingday,weather,casual,registered,count
2012-02-07,spring,Feb,Pagi,0,Selasa,1,Clear/Partly Cloudy,2,98,100
2012-02-07,spring,Feb,Pagi,0,Selasa,1,Clear/Partly Cloudy,6,293,299
2012-02-07,spring,Feb,Pagi,0,Selasa,1,Clear/Partly Cloudy,7,522,529
2012-02-07,spring,Feb,Pagi,0,Selasa,1,Clear/Partly Cloudy,11,278,289
2012-02-07,spring,Feb,Pagi,0,Selasa,1,Clear/Partly Cloudy,12,104,116
2012-02-07,spring,Feb,Pagi,0,Selasa,1,Clear/Partly Cloudy,9,120,129
2012-02-07,spring,Feb,Siang,0,Selasa,1,Clear/Partly Cloudy,9,163,172
2012-02-07,spring,Feb,Siang,0,Selasa,1,Clear/Partly Cloudy,15,169,184
2012-02-07,spring,Feb,Siang,0,Selasa,1,Clear/Partly Cloudy,11,127,138
2012-02-07,spring,Feb,Siang,0,Selasa,1,Clear/Partly Cloudy,13,133,146
2012-02-07,spring,Feb,Siang,0,Selasa,1,Clear/Partly Cloudy,19,257,276
2012-02-07,spring,Feb,Siang,0,Selasa,1,Clear/Partly Cloudy,15,494,509
2012-02-07,spring,Feb,Malam,0,Selasa,1,Clear/Partly Cloudy,10,508,518
2012-02-07,spring,Feb,Malam,0,Selasa,1,Clear/Partly Cloudy,11,327,338
2012-02-07,spring,Feb,Malam,0,Selasa,1,Clear/Partly Cloudy,6,206,212
2012-02-07,spring,Feb,Malam,0,Selasa,1,Clear/Partly Cloudy,20,170,190
2012-02-07,spring,Feb,Malam,0,Selasa,1,Clear/Partly Cloudy,11,107,118
2012-02-07,spring,Feb,Malam,0,Selasa,1,Clear/Partly Cloudy,2,49,51
2012-02-08,spring,Feb,Dini Hari,0,Rabu,1,Clear/Partly Cloudy,2,21,23
2012-02-08,spring,Feb,Dini Hari,0,Rabu,1,Clear/Partly Cloudy,1,9,10
2012-02-08,spring,Feb,Dini Hari,0,Rabu,1,Clear/Partly Cloudy,0,1,1
2012-02-08,spring,Feb,Dini Hari,0,Rabu,1,Clear/Partly Cloudy,0,1,1
2012-02-08,spring,Feb,Dini Hari,0,Rabu,1,Clear/Partly Cloudy,0,1,1
2012-02-08,spring,Feb,Dini Hari,0,Rabu,1,Clear/Partly Cloudy,0,20,20
2012-02-08,spring,Feb,Pagi,0,Rabu,1,Misty/Cloudy,3,95,98
2012-02-08,spring,Feb,Pagi,0,Rabu,1,Misty/Cloudy,5,276,281
2012-02-08,spring,Feb,Pagi,0,Rabu,1,Misty/Cloudy,13,495,508
2012-02-08,spring,Feb,Pagi,0,Rabu,1,Misty/Cloudy,8,245,253
2012-02-08,spring,Feb,Pagi,0,Rabu,1,Misty/Cloudy,1,107,108
2012-02-08,spring,Feb,Pagi,0,Rabu,1,Misty/Cloudy,5,97,102
2012-02-08,spring,Feb,Siang,0,Rabu,1,Misty/Cloudy,14,124,138
2012-02-08,spring,Feb,Siang,0,Rabu,1,Misty/Cloudy,15,111,126
2012-02-08,spring,Feb,Siang,0,Rabu,1,Misty/Cloudy,8,100,108
2012-02-08,spring,Feb,Siang,0,Rabu,1,Light Snow/Rain,5,49,54
2012-02-08,spring,Feb,Siang,0,Rabu,1,Light Snow/Rain,2,73,75
2012-02-08,spring,Feb,Siang,0,Rabu,1,Light Snow/Rain,8,147,155
2012-02-08,spring,Feb,Malam,0,Rabu,1,Light Snow/Rain,4,163,167
2012-02-08,spring,Feb,Malam,0,Rabu,1,Light Snow/Rain,3,158,161
2012-02-08,spring,Feb,Malam,0,Rabu,1,Light Snow/Rain,3,122,125
2012-02-08,spring,Feb,Malam,0,Rabu,1,Light Snow/Rain,3,126,129
2012-02-08,spring,Feb,Malam,0,Rabu,1,Misty/Cloudy,3,95,98
2012-02-08,spring,Feb,Malam,0,Rabu,1,Misty/Cloudy,3,57,60
2012-02-09,spring,Feb,Dini Hari,0,Kamis,1,Misty/Cloudy,3,23,26
2012-02-09,spring,Feb,Dini Hari,0,Kamis,1,Misty/Cloudy,2,10,12
2012-02-09,spring,Feb,Dini Hari,0,Kamis,1,Clear/Partly Cloudy,0,2,2
2012-02-09,spring,Feb,Dini Hari,0,Kamis,1,Clear/Partly Cloudy,0,4,4
2012-02-09,spring,Feb,Dini Hari,0,Kamis,1,Misty/Cloudy,0,1,1
2012-02-09,spring,Feb,Dini Hari,0,Kamis,1,Clear/Partly Cloudy,0,18,18
2012-02-09,spring,Feb,Pagi,0,Kamis,1,Clear/Partly Cloudy,1,75,76
2012-02-09,spring,Feb,Pagi,0,Kamis,1,Clear/Partly Cloudy,4,263,267
2012-02-09,spring,Feb,Pagi,0,Kamis,1,Clear/Partly Cloudy,11,473,484
2012-02-09,spring,Feb,Pagi,0,Kamis,1,Clear/Partly Cloudy,9,229,238
2012-02-09,spring,Feb,Pagi,0,Kamis,1,Clear/Partly Cloudy,7,90,97
2012-02-09,spring,Feb,Pagi,0,Kamis,1,Clear/Partly Cloudy,4,95,99
2012-02-09,spring,Feb,Siang,0,Kamis,1,Clear/Partly Cloudy,10,148,158
2012-02-09,spring,Feb,Siang,0,Kamis,1,Clear/Partly Cloudy,10,144,154
2012-02-09,spring,Feb,Siang,0,Kamis,1,Clear/Partly Cloudy,18,126,144
2012-02-09,spring,Feb,Siang,0,Kamis,1,Clear/Partly Cloudy,14,120,134
2012-02-09,spring,Feb,Siang,0,Kamis,1,Clear/Partly Cloudy,15,223,238
2012-02-09,spring,Feb,Siang,0,Kamis,1,Clear/Partly Cloudy,12,387,399
2012-02-09,spring,Feb,Malam,0,Kamis,1,Clear/Partly Cloudy,13,404,417
2012-02-09,spring,Feb,Malam,0,Kamis,1,Clear/Partly Cloudy,8,287,295
2012-02-09,spring,Feb,Malam,0,Kamis,1,Clear/Partly Cloudy,2,197,199
2012-02-09,spring,Feb,Malam,0,Kamis,1,Clear/Partly Cloudy,8,169,177
2012-02-09,spring,Feb,Malam,0,Kamis,1,Misty/Cloudy,3,104,107
2012-02-09,spring,Feb,Malam,0,Kamis,1,Misty/Cloudy,9,75,84
2012-02-10,spring,Feb,Dini Hari,0,Jumat,1,Misty/Cloudy,4,39,43
2012-02-10,spring,Feb,Dini Hari,0,Jumat,1,Misty/Cloudy,2,11,13
2012-02-10,spring,Feb,Dini Hari,0,Jumat,1,Clear/Partly Cloudy,7,9,16
2012-02-10,spring,Feb,Dini Hari,0,Jumat,1,Clear/Partly Cloudy,0,5,5
2012-02-10,spring,Feb,Dini Hari,0,Jumat,1,Clear/Partly Cloudy,0,2,2
2012-02-10,spring,Feb,Dini Hari,0,Jumat,1,Clear/Partly Cloudy,0,17,17
2012-02-10,spring,Feb,Pagi,0,Jumat,1,Clear/Partly Cloudy,3,61,64
2012-02-10,spring,Feb,Pagi,0,Jumat,1,Clear/Partly Cloudy,5,225,230
2012-02-10,spring,Feb,Pagi,0,Jumat,1,Clear/Partly Cloudy,1,447,448
2012-02-10,spring,Feb,Pagi,0,Jumat,1,Clear/Partly Cloudy,10,265,275
2012-02-10,spring,Feb,Pagi,0,Jumat,1,Misty/Cloudy,5,119,124
2012-02-10,spring,Feb,Pagi,0,Jumat,1,Misty/Cloudy,19,134,153
2012-02-10,spring,Feb,Siang,0,Jumat,1,Misty/Cloudy,8,168,176
2012-02-10,spring,Feb,Siang,0,Jumat,1,Misty/Cloudy,22,170,192
2012-02-10,spring,Feb,Siang,0,Jumat,1,Misty/Cloudy,8,138,146
2012-02-10,spring,Feb,Siang,0,Jumat,1,Misty/Cloudy,27,164,191
2012-02-10,spring,Feb,Siang,0,Jumat,1,Misty/Cloudy,28,240,268
2012-02-10,spring,Feb,Siang,0,Jumat,1,Misty/Cloudy,15,381,396
2012-02-10,spring,Feb,Malam,0,Jumat,1,Light Snow/Rain,14,345,359
2012-02-10,spring,Feb,Malam,0,Jumat,1,Misty/Cloudy,16,246,262
2012-02-10,spring,Feb,Malam,0,Jumat,1,Misty/Cloudy,7,144,151
2012-02-10,spring,Feb,Malam,0,Jumat,1,Misty/Cloudy,14,108,122
2012-02-10,spring,Feb,Malam,0,Jumat,1,Misty/Cloudy,11,102,113
2012-02-10,spring,Feb,Malam,0,Jumat,1,Misty/Cloudy,1,64,65
2012-02-11,spring,Feb,Dini Hari,0,Sabtu,0,Misty/Cloudy,3,50,53
2012-02-11,spring,Feb,Dini Hari,0,Sabtu,0,Light Snow/Rain,2,43,45
2012-02-11,spring,Feb,Dini Hari,0,Sabtu,0,Light Snow/Rain,2,24,26
2012-02-11,spring,Feb,Dini Hari,0,Sabtu,0,Light Snow/Rain,0,9,9
2012-02-11,spring,Feb,Dini Hari,0,Sabtu,0,Light Snow/Rain,0,4,4
2012-02-11,spring,Feb,Dini Hari,0,Sabtu,0,Light Snow/Rain,0,2,2
2012-02-11,spring,Feb,Pagi,0,Sabtu,0,Light Snow/Rain,1,8,9
2012-02-11,spring,Feb,Pagi,0,Sabtu,0,Light Snow/Rain,0,19,19
2012-02-11,spring,Feb,Pagi,0,Sabtu,0,Light Snow/Rain,1,77,78
2012-02-11,spring,Feb,Pagi,0,Sabtu,0,Light Snow/Rain,5,85,90
2012-02-11,spring,Feb,Pagi,0,Sabtu,0,Light Snow/Rain,23,143,166
2012-02-11,spring,Feb,Pagi,0,Sabtu,0,Misty/Cloudy,26,157,183
2012-02-11,spring,Feb,Siang,0,Sabtu,0,Misty/Cloudy,25,196,221
2012-02-11,spring,Feb,Siang,0,Sabtu,0,Misty/Cloudy,18,217,235
2012-02-11,spring,Feb,Siang,0,Sabtu,0,Misty/Cloudy,38,205,243
2012-02-11,spring,Feb,Siang,0,Sabtu,0,Misty/Cloudy,12,112,124
2012-02-11,spring,Feb,Siang,0,Sabtu,0,Light Snow/Rain,12,134,146
2012-02-11,spring,Feb,Siang,0,Sabtu,0,Light Snow/Rain,13,131,144
2012-02-11,spring,Feb,Malam,0,Sabtu,0,Misty/Cloudy,3,105,108
2012-02-11,spring,Feb,Malam,0,Sabtu,0,Misty/Cloudy,2,85,87
2012-02-11,spring,Feb,Malam,0,Sabtu,0,Misty/Cloudy,1,62,63
2012-02-11,spring,Feb,Malam,0,Sabtu,0,Clear/Partly Cloudy,5,43,48
2012-02-11,spring,Feb,Malam,0,Sabtu,0,Misty/Cloudy,0,46,46
2012-02-11,spring,Feb,Malam,0,Sabtu,0,Light Snow/Rain,0,20,20
2012-02-12,spring,Feb,Dini Hari,0,Minggu,0,Light Snow/Rain,0,21,21
2012-02-12,spring,Feb,Dini Hari,0,Minggu,0,Light Snow/Rain,0,24,24
2012-02-12,spring,Feb,Dini Hari,0,Minggu,0,Misty/Cloudy,1,26,27
2012-02-12,spring,Feb,Dini Hari,0,Minggu,0,Misty/Cloudy,0,14,14
2012-02-12,spring,Feb,Dini Hari,0,Minggu,0,Misty/Cloudy,0,1,1
2012-02-12,spring,Feb,Dini Hari,0,Minggu,0,Clear/Partly Cloudy,0,3,3
2012-02-12,spring,Feb,Pagi,0,Minggu,0,Clear/Partly Cloudy,0,2,2
2012-02-12,spring,Feb,Pagi,0,Minggu,0,Clear/Partly Cloudy,0,18,18
2012-02-12,spring,Feb,Pagi,0,Minggu,0,Clear/Partly Cloudy,0,26,26
2012-02-12,spring,Feb,Pagi,0,Minggu,0,Clear/Partly Cloudy,3,60,63
2012-02-12,spring,Feb,Pagi,0,Minggu,0,Clear/Partly Cloudy,8,83,91
2012-02-12,spring,Feb,Pagi,0,Minggu,0,Clear/Partly Cloudy,3,121,124
2012-02-12,spring,Feb,Siang,0,Minggu,0,Clear/Partly Cloudy,7,133,140
2012-02-12,spring,Feb,Siang,0,Minggu,0,Clear/Partly Cloudy,10,128,138
2012-02-12,spring,Feb,Siang,0,Minggu,0,Clear/Partly Cloudy,9,102,111
2012-02-12,spring,Feb,Siang,0,Minggu,0,Clear/Partly Cloudy,5,150,155
2012-02-12,spring,Feb,Siang,0,Minggu,0,Clear/Partly Cloudy,16,148,164
2012-02-12,spring,Feb,Siang,0,Minggu,0,Clear/Partly Cloudy,4,83,87
2012-02-12,spring,Feb,Malam,0,Minggu,0,Clear/Partly Cloudy,4,92,96
2012-02-12,spring,Feb,Malam,0,Minggu,0,Clear/Partly Cloudy,2,78,80
2012-02-12,spring,Feb,Malam,0,Minggu,0,Clear/Partly Cloudy,1,56,57
2012-02-12,spring,Feb,Malam,0,Minggu,0,Clear/Partly Cloudy,0,36,36
2012-02-12,spring,Feb,Malam,0,Minggu,0,Clear/Partly Cloudy,0,28,28
2012-02-12,spring,Feb,Malam,0,Minggu,0,Clear/Partly Cloudy,0,23,23
2012-02-13,spring,Feb,Dini Hari,0,Senin,1,Clear/Partly Cloudy,0,9,9
2012-02-13,spring,Feb,Dini Hari,0,Senin,1,Clear/Partly Cloudy,0,6,6
2012-02-13,spring,Feb,Dini Hari,0,Senin,1,Clear/Partly Cloudy,0,4,4
2012-02-13,spring,Feb,Dini Hari,0,Senin,1,Clear/Partly Cloudy,0,1,1
2012-02-13,spring,Feb,Dini Hari,0,Senin,1,Clear/Partly Cloudy,0,2,2
2012-02-13,spring,Feb,Dini Hari,0,Senin,1,Clear/Partly Cloudy,0,17,17
2012-02-13,spring,Feb,Pagi,0,Senin,1,Clear/Partly Cloudy,1,71,72
2012-02-13,spring,Feb,Pagi,0,Senin,1,Clear/Partly Cloudy,1,194,195
2012-02-13,spring,Feb,Pagi,0,Senin,1,Clear/Partly Cloudy,4,413,417
2012-02-13,spring,Feb,Pagi,0,Senin,1,Clear/Partly Cloudy,7,198,205
2012-02-13,spring,Feb,Pagi,0,Senin,1,Clear/Partly Cloudy,1,70,71
2012-02-13,spring,Feb,Pagi,0,Senin,1,Clear/Partly Cloudy,5,85,90
2012-02-13,spring,Feb,Siang,0,Senin,1,Clear/Partly Cloudy,7,111,118
2012-02-13,spring,Feb,Siang,0,Senin,1,Clear/Partly Cloudy,11,129,140
2012-02-13,spring,Feb,Siang,0,Senin,1,Clear/Partly Cloudy,10,125,135
2012-02-13,spring,Feb,Siang,0,Senin,1,Clear/Partly Cloudy,10,145,155
2012-02-13,spring,Feb,Siang,0,Senin,1,Clear/Partly Cloudy,5,206,211
2012-02-13,spring,Feb,Siang,0,Senin,1,Clear/Partly Cloudy,8,399,407
2012-02-13,spring,Feb,Malam,0,Senin,1,Clear/Partly Cloudy,6,399,405
2012-02-13,spring,Feb,Malam,0,Senin,1,Clear/Partly Cloudy,7,256,263
2012-02-13,spring,Feb,Malam,0,Senin,1,Clear/Partly Cloudy,4,210,214
2012-02-13,spring,Feb,Malam,0,Senin,1,Clear/Partly Cloudy,2,145,147
2012-02-13,spring,Feb,Malam,0,Senin,1,Clear/Partly Cloudy,3,99,102
2012-02-13,spring,Feb,Malam,0,Senin,1,Clear/Partly Cloudy,2,34,36
2012-02-14,spring,Feb,Dini Hari,0,Selasa,1,Misty/Cloudy,0,14,14
2012-02-14,spring,Feb,Dini Hari,0,Selasa,1,Misty/Cloudy,0,6,6
2012-02-14,spring,Feb,Dini Hari,0,Selasa,1,Misty/Cloudy,0,3,3
2012-02-14,spring,Feb,Dini Hari,0,Selasa,1,Misty/Cloudy,0,3,3
2012-02-14,spring,Feb,Dini Hari,0,Selasa,1,Misty/Cloudy,0,2,2
2012-02-14,spring,Feb,Dini Hari,0,Selasa,1,Misty/Cloudy,2,20,22
2012-02-14,spring,Feb,Pagi,0,Selasa,1,Misty/Cloudy,1,89,90
2012-02-14,spring,Feb,Pagi,0,Selasa,1,Misty/Cloudy,4,276,280
2012-02-14,spring,Feb,Pagi,0,Selasa,1,Misty/Cloudy,3,510,513
2012-02-14,spring,Feb,Pagi,0,Selasa,1,Misty/Cloudy,6,256,262
2012-02-14,spring,Feb,Pagi,0,Selasa,1,Misty/Cloudy,8,90,98
2012-02-14,spring,Feb,Pagi,0,Selasa,1,Misty/Cloudy,5,107,112
2012-02-14,spring,Feb,Siang,0,Selasa,1,Misty/Cloudy,10,162,172
2012-02-14,spring,Feb,Siang,0,Selasa,1,Misty/Cloudy,6,167,173
2012-02-14,spring,Feb,Siang,0,Selasa,1,Clear/Partly Cloudy,13,111,124
2012-02-14,spring,Feb,Siang,0,Selasa,1,Misty/Cloudy,7,138,145
2012-02-14,spring,Feb,Siang,0,Selasa,1,Clear/Partly Cloudy,15,251,266
2012-02-14,spring,Feb,Siang,0,Selasa,1,Clear/Partly Cloudy,19,504,523
2012-02-14,spring,Feb,Malam,0,Selasa,1,Misty/Cloudy,8,398,406
2012-02-14,spring,Feb,Malam,0,Selasa,1,Misty/Cloudy,11,270,281
2012-02-14,spring,Feb,Malam,0,Selasa,1,Misty/Cloudy,6,178,184
2012-02-14,spring,Feb,Malam,0,Selasa,1,Misty/Cloudy,4,105,109
2012-02-14,spring,Feb,Malam,0,Selasa,1,Misty/Cloudy,5,72,77
2012-02-14,spring,Feb,Malam,0,Selasa,1,Misty/Cloudy,2,55,57
2012-02-15,spring,Feb,Dini Hari,0,Rabu,1,Clear/Partly Cloudy,0,22,22
2012-02-15,spring,Feb,Dini Hari,0,Rabu,1,Clear/Partly Cloudy,0,5,5
2012-02-15,spring,Feb,Dini Hari,0,Rabu,1,Clear/Partly Cloudy,0,4,4
2012-02-15,spring,Feb,Dini Hari,0,Rabu,1,Clear/Partly Cloudy,0,3,3
2012-02-15,spring,Feb,Dini Hari,0,Rabu,1,Clear/Partly Cloudy,0,1,1
2012-02-15,spring,Feb,Dini Hari,0,Rabu,1,Clear/Partly Cloudy,0,25,25
2012-02-15,spring,Feb,Pagi,0,Rabu,1,Clear/Partly Cloudy,3,92,95
2012-02-15,spring,Feb,Pagi,0,Rabu,1,Misty/Cloudy,3,318,321
2012-02-15,spring,Feb,Pagi,0,Rabu,1,Clear/Partly Cloudy,7,508,515
2012-02-15,spring,Feb,Pagi,0,Rabu,1,Clear/Partly Cloudy,5,226,231
2012-02-15,spring,Feb,Pagi,0,Rabu,1,Clear/Partly Cloudy,12,108,120
2012-02-15,spring,Feb,Pagi,0,Rabu,1,Clear/Partly Cloudy,13,125,138
2012-02-15,spring,Feb,Siang,0,Rabu,1,Clear/Partly Cloudy,11,152,163
2012-02-15,spring,Feb,Siang,0,Rabu,1,Clear/Partly Cloudy,11,159,170
2012-02-15,spring,Feb,Siang,0,Rabu,1,Clear/Partly Cloudy,6,128,134
2012-02-15,spring,Feb,Siang,0,Rabu,1,Clear/Partly Cloudy,7,164,171
2012-02-15,spring,Feb,Siang,0,Rabu,1,Clear/Partly Cloudy,9,222,231
2012-02-15,spring,Feb,Siang,0,Rabu,1,Clear/Partly Cloudy,17,470,487
2012-02-15,spring,Feb,Malam,0,Rabu,1,Clear/Partly Cloudy,9,459,468
2012-02-15,spring,Feb,Malam,0,Rabu,1,Clear/Partly Cloudy,9,302,311
2012-02-15,spring,Feb,Malam,0,Rabu,1,Clear/Partly Cloudy,4,207,211
2012-02-15,spring,Feb,Malam,0,Rabu,1,Clear/Partly Cloudy,8,170,178
2012-02-15,spring,Feb,Malam,0,Rabu,1,Clear/Partly Cloudy,3,104,107
2012-02-15,spring,Feb,Malam,0,Rabu,1,Clear/Partly Cloudy,4,54,58
2012-02-16,spring,Feb,Dini Hari,0,Kamis,1,Misty/Cloudy,1,22,23
2012-02-16,spring,Feb,Dini Hari,0,Kamis,1,Misty/Cloudy,0,5,5
2012-02-16,spring,Feb,Dini Hari,0,Kamis,1,Misty/Cloudy,1,6,7
2012-02-16,spring,Feb,Dini Hari,0,Kamis,1,Misty/Cloudy,0,1,1
2012-02-16,spring,Feb,Dini Hari,0,Kamis,1,Light Snow/Rain,0,3,3
2012-02-16,spring,Feb,Dini Hari,0,Kamis,1,Misty/Cloudy,0,20,20
2012-02-16,spring,Feb,Pagi,0,Kamis,1,Misty/Cloudy,4,83,87
2012-02-16,spring,Feb,Pagi,0,Kamis,1,Misty/Cloudy,3,285,288
2012-02-16,spring,Feb,Pagi,0,Kamis,1,Misty/Cloudy,9,489,498
2012-02-16,spring,Feb,Pagi,0,Kamis,1,Misty/Cloudy,3,199,202
2012-02-16,spring,Feb,Pagi,0,Kamis,1,Light Snow/Rain,2,42,44
2012-02-16,spring,Feb,Pagi,0,Kamis,1,Light Snow/Rain,2,69,71
2012-02-16,spring,Feb,Siang,0,Kamis,1,Light Snow/Rain,1,44,45
2012-02-16,spring,Feb,Siang,0,Kamis,1,Light Snow/Rain,2,62,64
2012-02-16,spring,Feb,Siang,0,Kamis,1,Light Snow/Rain,1,30,31
2012-02-16,spring,Feb,Siang,0,Kamis,1,Light Snow/Rain,3,50,53
2012-02-16,spring,Feb,Siang,0,Kamis,1,Light Snow/Rain,8,110,118
2012-02-16,spring,Feb,Siang,0,Kamis,1,Light Snow/Rain,8,281,289
2012-02-16,spring,Feb,Malam,0,Kamis,1,Light Snow/Rain,8,345,353
2012-02-16,spring,Feb,Malam,0,Kamis,1,Misty/Cloudy,4,254,258
2012-02-16,spring,Feb,Malam,0,Kamis,1,Misty/Cloudy,5,211,216
2012-02-16,spring,Feb,Malam,0,Kamis,1,Misty/Cloudy,3,142,145
2012-02-16,spring,Feb,Malam,0,Kamis,1,Misty/Cloudy,3,108,111
2012-02-16,spring,Feb,Malam,0,Kamis,1,Clear/Partly Cloudy,3,70,73
2012-02-17,spring,Feb,Dini Hari,0,Jumat,1,Misty/Cloudy,2,32,34
2012-02-17,spring,Feb,Dini Hari,0,Jumat,1,Misty/Cloudy,2,16,18
2012-02-17,spring,Feb,Dini Hari,0,Jumat,1,Misty/Cloudy,1,11,12
2012-02-17,spring,Feb,Dini Hari,0,Jumat,1,Misty/Cloudy,0,1,1
2012-02-17,spring,Feb,Dini Hari,0,Jumat,1,Misty/Cloudy,0,1,1
2012-02-17,spring,Feb,Dini Hari,0,Jumat,1,Misty/Cloudy,0,16,16
2012-02-17,spring,Feb,Pagi,0,Jumat,1,Misty/Cloudy,1,70,71
2012-02-17,spring,Feb,Pagi,0,Jumat,1,Misty/Cloudy,4,222,226
2012-02-17,spring,Feb,Pagi,0,Jumat,1,Misty/Cloudy,4,516,520
2012-02-17,spring,Feb,Pagi,0,Jumat,1,Misty/Cloudy,8,275,283
2012-02-17,spring,Feb,Pagi,0,Jumat,1,Clear/Partly Cloudy,13,103,116
2012-02-17,spring,Feb,Pagi,0,Jumat,1,Clear/Partly Cloudy,9,133,142
2012-02-17,spring,Feb,Siang,0,Jumat,1,Clear/Partly Cloudy,21,177,198
2012-02-17,spring,Feb,Siang,0,Jumat,1,Clear/Partly Cloudy,34,171,205
2012-02-17,spring,Feb,Siang,0,Jumat,1,Clear/Partly Cloudy,33,137,170
2012-02-17,spring,Feb,Siang,0,Jumat,1,Clear/Partly Cloudy,41,180,221
2012-02-17,spring,Feb,Siang,0,Jumat,1,Clear/Partly Cloudy,56,251,307
2012-02-17,spring,Feb,Siang,0,Jumat,1,Clear/Partly Cloudy,36,429,465
2012-02-17,spring,Feb,Malam,0,Jumat,1,Clear/Partly Cloudy,15,362,377
2012-02-17,spring,Feb,Malam,0,Jumat,1,Clear/Partly Cloudy,16,266,282
2012-02-17,spring,Feb,Malam,0,Jumat,1,Clear/Partly Cloudy,13,158,171
2012-02-17,spring,Feb,Malam,0,Jumat,1,Clear/Partly Cloudy,15,114,129
2012-02-17,spring,Feb,Malam,0,Jumat,1,Clear/Partly Cloudy,15,92,107
2012-02-17,spring,Feb,Malam,0,Jumat,1,Clear/Partly Cloudy,10,72,82
2012-02-18,spring,Feb,Dini Hari,0,Sabtu,0,Clear/Partly Cloudy,5,81,86
2012-02-18,spring,Feb,Dini Hari,0,Sabtu,0,Clear/Partly Cloudy,7,38,45
2012-02-18,spring,Feb,Dini Hari,0,Sabtu,0,Clear/Partly Cloudy,6,39,45
2012-02-18,spring,Feb,Dini Hari,0,Sabtu,0,Clear/Partly Cloudy,3,15,18
2012-02-18,spring,Feb,Dini Hari,0,Sabtu,0,Clear/Partly Cloudy,3,4,7
2012-02-18,spring,Feb,Dini Hari,0,Sabtu,0,Clear/Partly Cloudy,0,1,1
2012-02-18,spring,Feb,Pagi,0,Sabtu,0,Clear/Partly Cloudy,1,8,9
2012-02-18,spring,Feb,Pagi,0,Sabtu,0,Clear/Partly Cloudy,8,33,41
2012-02-18,spring,Feb,Pagi,0,Sabtu,0,Clear/Partly Cloudy,10,92,102
2012-02-18,spring,Feb,Pagi,0,Sabtu,0,Clear/Partly Cloudy,22,116,138
2012-02-18,spring,Feb,Pagi,0,Sabtu,0,Clear/Partly Cloudy,48,157,205
2012-02-18,spring,Feb,Pagi,0,Sabtu,0,Clear/Partly Cloudy,102,184,286
2012-02-18,spring,Feb,Siang,0,Sabtu,0,Clear/Partly Cloudy,128,241,369
2012-02-18,spring,Feb,Siang,0,Sabtu,0,Clear/Partly Cloudy,165,219,384
2012-02-18,spring,Feb,Siang,0,Sabtu,0,Clear/Partly Cloudy,183,244,427
2012-02-18,spring,Feb,Siang,0,Sabtu,0,Clear/Partly Cloudy,229,270,499
2012-02-18,spring,Feb,Siang,0,Sabtu,0,Clear/Partly Cloudy,186,218,404
2012-02-18,spring,Feb,Siang,0,Sabtu,0,Clear/Partly Cloudy,142,222,364
2012-02-18,spring,Feb,Malam,0,Sabtu,0,Clear/Partly Cloudy,70,176,246
2012-02-18,spring,Feb,Malam,0,Sabtu,0,Clear/Partly Cloudy,38,150,188
2012-02-18,spring,Feb,Malam,0,Sabtu,0,Clear/Partly Cloudy,25,123,148
2012-02-18,spring,Feb,Malam,0,Sabtu,0,Clear/Partly Cloudy,25,89,114
2012-02-18,spring,Feb,Malam,0,Sabtu,0,Clear/Partly Cloudy,17,101,118
2012-02-18,spring,Feb,Malam,0,Sabtu,0,Misty/Cloudy,12,62,74
2012-02-19,spring,Feb,Dini Hari,0,Minggu,0,Misty/Cloudy,9,65,74
2012-02-19,spring,Feb,Dini Hari,0,Minggu,0,Misty/Cloudy,10,62,72
2012-02-19,spring,Feb,Dini Hari,0,Minggu,0,Misty/Cloudy,3,45,48
2012-02-19,spring,Feb,Dini Hari,0,Minggu,0,Misty/Cloudy,3,12,15
2012-02-19,spring,Feb,Dini Hari,0,Minggu,0,Misty/Cloudy,0,3,3
2012-02-19,spring,Feb,Dini Hari,0,Minggu,0,Misty/Cloudy,1,1,2
2012-02-19,spring,Feb,Pagi,0,Minggu,0,Clear/Partly Cloudy,0,5,5
2012-02-19,spring,Feb,Pagi,0,Minggu,0,Misty/Cloudy,2,12,14
2012-02-19,spring,Feb,Pagi,0,Minggu,0,Misty/Cloudy,8,48,56
2012-02-19,spring,Feb,Pagi,0,Minggu,0,Misty/Cloudy,20,73,93
2012-02-19,spring,Feb,Pagi,0,Minggu,0,Misty/Cloudy,49,142,191
2012-02-19,spring,Feb,Pagi,0,Minggu,0,Misty/Cloudy,82,144,226
2012-02-19,spring,Feb,Siang,0,Minggu,0,Misty/Cloudy,71,184,255
2012-02-19,spring,Feb,Siang,0,Minggu,0,Clear/Partly Cloudy,64,197,261
2012-02-19,spring,Feb,Siang,0,Minggu,0,Misty/Cloudy,48,189,237
2012-02-19,spring,Feb,Siang,0,Minggu,0,Misty/Cloudy,85,168,253
2012-02-19,spring,Feb,Siang,0,Minggu,0,Misty/Cloudy,62,150,212
2012-02-19,spring,Feb,Siang,0,Minggu,0,Misty/Cloudy,22,135,157
2012-02-19,spring,Feb,Malam,0,Minggu,0,Misty/Cloudy,23,144,167
2012-02-19,spring,Feb,Malam,0,Minggu,0,Misty/Cloudy,18,101,119
2012-02-19,spring,Feb,Malam,0,Minggu,0,Misty/Cloudy,22,81,103
2012-02-19,spring,Feb,Malam,0,Minggu,0,Light Snow/Rain,3,33,36
2012-02-19,spring,Feb,Malam,0,Minggu,0,Light Snow/Rain,8,47,55
2012-02-19,spring,Feb,Malam,0,Minggu,0,Misty/Cloudy,5,30,35
