dateday,season,year,month,hour,count
2012-03-22,summer,2012,Mar,17,810
2012-03-22,summer,2012,Mar,18,801
2012-03-22,summer,2012,Mar,19,586
2012-03-22,summer,2012,Mar,20,424
2012-03-22,summer,2012,Mar,21,374
2012-03-22,summer,2012,Mar,22,220
2012-03-22,summer,2012,Mar,23,151
2012-03-23,summer,2012,Mar,0,95
2012-03-23,summer,2012,Mar,1,50
2012-03-23,summer,2012,Mar,2,32
2012-03-23,summer,2012,Mar,3,10
2012-03-23,summer,2012,Mar,4,3
2012-03-23,summer,2012,Mar,5,34
2012-03-23,summer,2012,Mar,6,116
2012-03-23,summer,2012,Mar,7,346
2012-03-23,summer,2012,Mar,8,662
2012-03-23,summer,2012,Mar,9,380
2012-03-23,summer,2012,Mar,10,275
2012-03-23,summer,2012,Mar,11,318
2012-03-23,summer,2012,Mar,12,471
2012-03-23,summer,2012,Mar,13,428
2012-03-23,summer,2012,Mar,14,432
2012-03-23,summer,2012,Mar,15,472
2012-03-23,summer,2012,Mar,16,589
2012-03-23,summer,2012,Mar,17,957
2012-03-23,summer,2012,Mar,18,830
2012-03-23,summer,2012,Mar,19,686
2012-03-23,summer,2012,Mar,20,445
2012-03-23,summer,2012,Mar,21,284
2012-03-23,summer,2012,Mar,22,271
2012-03-23,summer,2012,Mar,23,176
2012-03-24,summer,2012,Mar,0,156
2012-03-24,summer,2012,Mar,1,128
2012-03-24,summer,2012,Mar,2,69
2012-03-24,summer,2012,Mar,3,32
2012-03-24,summer,2012,Mar,4,7
2012-03-24,summer,2012,Mar,5,4
2012-03-24,summer,2012,Mar,6,28
2012-03-24,summer,2012,Mar,7,70
2012-03-24,summer,2012,Mar,8,154
2012-03-24,summer,2012,Mar,9,249
2012-03-24,summer,2012,Mar,10,345
2012-03-24,summer,2012,Mar,11,273
2012-03-24,summer,2012,Mar,12,183
2012-03-24,summer,2012,Mar,13,196
2012-03-24,summer,2012,Mar,14,223
2012-03-24,summer,2012,Mar,15,290
2012-03-24,summer,2012,Mar,16,177
2012-03-24,summer,2012,Mar,17,115
2012-03-24,summer,2012,Mar,18,137
2012-03-24,summer,2012,Mar,19,133
2012-03-24,summer,2012,Mar,20,111
2012-03-24,summer,2012,Mar,21,104
2012-03-24,summer,2012,Mar,22,83
2012-03-24,summer,2012,Mar,23,105
2012-03-25,summer,2012,Mar,0,80
2012-03-25,summer,2012,Mar,1,89
2012-03-25,summer,2012,Mar,2,35
2012-03-25,summer,2012,Mar,3,18
2012-03-25,summer,2012,Mar,4,8
2012-03-25,summer,2012,Mar,5,6
2012-03-25,summer,2012,Mar,6,18
2012-03-25,summer,2012,Mar,7,39
2012-03-25,summer,2012,Mar,8,89
2012-03-25,summer,2012,Mar,9,118
2012-03-25,summer,2012,Mar,10,250
2012-03-25,summer,2012,Mar,11,323
2012-03-25,summer,2012,Mar,12,360
2012-03-25,summer,2012,Mar,13,367
2012-03-25,summer,2012,Mar,14,414
2012-03-25,summer,2012,Mar,15,421
2012-03-25,summer,2012,Mar,16,492
2012-03-25,summer,2012,Mar,17,419
2012-03-25,summer,2012,Mar,18,491
2012-03-25,summer,2012,Mar,19,375
2012-03-25,summer,2012,Mar,20,259
2012-03-25,summer,2012,Mar,21,149
2012-03-25,summer,2012,Mar,22,111
2012-03-25,summer,2012,Mar,23,65
2012-03-26,summer,2012,Mar,0,33
2012-03-26,summer,2012,Mar,1,28
2012-03-26,summer,2012,Mar,2,20
2012-03-26,summer,2012,Mar,3,1
2012-03-26,summer,2012,Mar,4,4
2012-03-26,summer,2012,Mar,5,36
2012-03-26,summer,2012,Mar,6,117
2012-03-26,summer,2012,Mar,7,370
2012-03-26,summer,2012,Mar,8,657
2012-03-26,summer,2012,Mar,9,282
2012-03-26,summer,2012,Mar,10,153
2012-03-26,summer,2012,Mar,11,178
2012-03-26,summer,2012,Mar,12,279
2012-03-26,summer,2012,Mar,13,301
2012-03-26,summer,2012,Mar,14,217
2012-03-26,summer,2012,Mar,15,223
2012-03-26,summer,2012,Mar,16,305
2012-03-26,summer,2012,Mar,17,664
2012-03-26,summer,2012,Mar,18,684
2012-03-26,summer,2012,Mar,19,458
2012-03-26,summer,2012,Mar,20,221
2012-03-26,summer,2012,Mar,21,186
2012-03-26,summer,2012,Mar,22,93
2012-03-26,summer,2012,Mar,23,48
2012-03-27,summer,2012,Mar,0,10
2012-03-27,summer,2012,Mar,1,5
2012-03-27,summer,2012,Mar,2,7
2012-03-27,summer,2012,Mar,3,4
2012-03-27,summer,2012,Mar,4,3
2012-03-27,summer,2012,Mar,5,17
2012-03-27,summer,2012,Mar,6,101
2012-03-27,summer,2012,Mar,7,286
2012-03-27,summer,2012,Mar,8,581
2012-03-27,summer,2012,Mar,9,267
2012-03-27,summer,2012,Mar,10,138
2012-03-27,summer,2012,Mar,11,175
2012-03-27,summer,2012,Mar,12,220
2012-03-27,summer,2012,Mar,13,211
2012-03-27,summer,2012,Mar,14,184
2012-03-27,summer,2012,Mar,15,200
2012-03-27,summer,2012,Mar,16,305
2012-03-27,summer,2012,Mar,17,614
2012-03-27,summer,2012,Mar,18,644
2012-03-27,summer,2012,Mar,19,417
2012-03-27,summer,2012,Mar,20,294
2012-03-27,summer,2012,Mar,21,221
2012-03-27,summer,2012,Mar,22,134
2012-03-27,summer,2012,Mar,23,64
2012-03-28,summer,2012,Mar,0,30
2012-03-28,summer,2012,Mar,1,8
2012-03-28,summer,2012,Mar,2,3
2012-03-28,summer,2012,Mar,3,5
2012-03-28,summer,2012,Mar,4,1
2012-03-28,summer,2012,Mar,5,40
2012-03-28,summer,2012,Mar,6,115
2012-03-28,summer,2012,Mar,7,358
2012-03-28,summer,2012,Mar,8,658
2012-03-28,summer,2012,Mar,9,314
2012-03-28,summer,2012,Mar,10,173
2012-03-28,summer,2012,Mar,11,222
2012-03-28,summer,2012,Mar,12,268
2012-03-28,summer,2012,Mar,13,273
2012-03-28,summer,2012,Mar,14,221
2012-03-28,summer,2012,Mar,15,199
2012-03-28,summer,2012,Mar,16,221
2012-03-28,summer,2012,Mar,17,604
2012-03-28,summer,2012,Mar,18,641
2012-03-28,summer,2012,Mar,19,456
2012-03-28,summer,2012,Mar,20,362
2012-03-28,summer,2012,Mar,21,261
2012-03-28,summer,2012,Mar,22,172
2012-03-28,summer,2012,Mar,23,93
2012-03-29,summer,2012,Mar,0,48
2012-03-29,summer,2012,Mar,1,33
2012-03-29,summer,2012,Mar,2,6
2012-03-29,summer,2012,Mar,3,5
2012-03-29,summer,2012,Mar,4,9
2012-03-29,summer,2012,Mar,5,32
2012-03-29,summer,2012,Mar,6,117
2012-03-29,summer,2012,Mar,7,367
2012-03-29,summer,2012,Mar,8,654
2012-03-29,summer,2012,Mar,9,321
2012-03-29,summer,2012,Mar,10,166
2012-03-29,summer,2012,Mar,11,220
2012-03-29,summer,2012,Mar,12,292
2012-03-29,summer,2012,Mar,13,273
2012-03-29,summer,2012,Mar,14,238
2012-03-29,summer,2012,Mar,15,307
2012-03-29,summer,2012,Mar,16,388
2012-03-29,summer,2012,Mar,17,703
2012-03-29,summer,2012,Mar,18,681
2012-03-29,summer,2012,Mar,19,468
2012-03-29,summer,2012,Mar,20,335
2012-03-29,summer,2012,Mar,21,224
2012-03-29,summer,2012,Mar,22,152
2012-03-29,summer,2012,Mar,23,94
2012-03-30,summer,2012,Mar,0,59
2012-03-30,summer,2012,Mar,1,27
2012-03-30,summer,2012,Mar,2,7
2012-03-30,summer,2012,Mar,3,7
2012-03-30,summer,2012,Mar,4,2
2012-03-30,summer,2012,Mar,5,26
2012-03-30,summer,2012,Mar,6,86
2012-03-30,summer,2012,Mar,7,289
2012-03-30,summer,2012,Mar,8,593
2012-03-30,summer,2012,Mar,9,321
2012-03-30,summer,2012,Mar,10,187
2012-03-30,summer,2012,Mar,11,201
2012-03-30,summer,2012,Mar,12,270
2012-03-30,summer,2012,Mar,13,242
2012-03-30,summer,2012,Mar,14,229
2012-03-30,summer,2012,Mar,15,280
2012-03-30,summer,2012,Mar,16,367
2012-03-30,summer,2012,Mar,17,606
2012-03-30,summer,2012,Mar,18,560
2012-03-30,summer,2012,Mar,19,395
2012-03-30,summer,2012,Mar,20,209
2012-03-30,summer,2012,Mar,21,220
2012-03-30,summer,2012,Mar,22,153
2012-03-30,summer,2012,Mar,23,123
2012-03-31,summer,2012,Mar,0,92
2012-03-31,summer,2012,Mar,1,82
2012-03-31,summer,2012,Mar,2,69
2012-03-31,summer,2012,Mar,3,31
2012-03-31,summer,2012,Mar,4,8
2012-03-31,summer,2012,Mar,5,5
2012-03-31,summer,2012,Mar,6,23
2012-03-31,summer,2012,Mar,7,44
2012-03-31,summer,2012,Mar,8,145
2012-03-31,summer,2012,Mar,9,223
2012-03-31,summer,2012,Mar,10,313
2012-03-31,summer,2012,Mar,11,463
2012-03-31,summer,2012,Mar,12,621
2012-03-31,summer,2012,Mar,13,638
2012-03-31,summer,2012,Mar,14,551
2012-03-31,summer,2012,Mar,15,605
2012-03-31,summer,2012,Mar,16,535
2012-03-31,summer,2012,Mar,17,543
2012-03-31,summer,2012,Mar,18,341
2012-03-31,summer,2012,Mar,19,284
2012-03-31,summer,2012,Mar,20,208
2012-03-31,summer,2012,Mar,21,143
2012-03-31,summer,2012,Mar,22,156
2012-03-31,summer,2012,Mar,23,112
2012-04-01,summer,2012,Apr,0,67
2012-04-01,summer,2012,Apr,1,62
2012-04-01,summer,2012,Apr,2,81
2012-04-01,summer,2012,Apr,3,25
2012-04-01,summer,2012,Apr,4,12
2012-04-01,summer,2012,Apr,5,18
2012-04-01,summer,2012,Apr,6,97
2012-04-01,summer,2012,Apr,7,84
2012-04-01,summer,2012,Apr,8,125
2012-04-01,summer,2012,Apr,9,275
2012-04-01,summer,2012,Apr,10,360
2012-04-01,summer,2012,Apr,11,451
2012-04-01,summer,2012,Apr,12,445
2012-04-01,summer,2012,Apr,13,464
2012-04-01,summer,2012,Apr,14,561
2012-04-01,summer,2012,Apr,15,573
2012-04-01,summer,2012,Apr,16,511
2012-04-01,summer,2012,Apr,17,555
2012-04-01,summer,2012,Apr,18,432
2012-04-01,summer,2012,Apr,19,346
2012-04-01,summer,2012,Apr,20,232
2012-04-01,summer,2012,Apr,21,134
2012-04-01,summer,2012,Apr,22,68
2012-04-01,summer,2012,Apr,23,63
2012-04-02,summer,2012,Apr,0,17
2012-04-02,summer,2012,Apr,1,5
2012-04-02,summer,2012,Apr,2,5
2012-04-02,summer,2012,Apr,4,4
2012-04-02,summer,2012,Apr,5,24
2012-04-02,summer,2012,Apr,6,110
2012-04-02,summer,2012,Apr,7,306
2012-04-02,summer,2012,Apr,8,589
2012-04-02,summer,2012,Apr,9,317
2012-04-02,summer,2012,Apr,10,204
2012-04-02,summer,2012,Apr,11,209
2012-04-02,summer,2012,Apr,12,281
2012-04-02,summer,2012,Apr,13,281
2012-04-02,summer,2012,Apr,14,268
2012-04-02,summer,2012,Apr,15,324
2012-04-02,summer,2012,Apr,16,395
2012-04-02,summer,2012,Apr,17,729
2012-04-02,summer,2012,Apr,18,618
2012-04-02,summer,2012,Apr,19,494
2012-04-02,summer,2012,Apr,20,329
2012-04-02,summer,2012,Apr,21,238
2012-04-02,summer,2012,Apr,22,123
2012-04-02,summer,2012,Apr,23,66
2012-04-03,summer,2012,Apr,0,33
2012-04-03,summer,2012,Apr,1,11
2012-04-03,summer,2012,Apr,2,5
2012-04-03,summer,2012,Apr,3,3
2012-04-03,summer,2012,Apr,4,1
2012-04-03,summer,2012,Apr,5,27
2012-04-03,summer,2012,Apr,6,100
2012-04-03,summer,2012,Apr,7,341
2012-04-03,summer,2012,Apr,8,604
2012-04-03,summer,2012,Apr,9,408
2012-04-03,summer,2012,Apr,10,219
2012-04-03,summer,2012,Apr,11,258
2012-04-03,summer,2012,Apr,12,331
2012-04-03,summer,2012,Apr,13,345
2012-04-03,summer,2012,Apr,14,311
2012-04-03,summer,2012,Apr,15,316
2012-04-03,summer,2012,Apr,16,485
2012-04-03,summer,2012,Apr,17,757
2012-04-03,summer,2012,Apr,18,800
2012-04-03,summer,2012,Apr,19,558
2012-04-03,summer,2012,Apr,20,379
2012-04-03,summer,2012,Apr,21,243
2012-04-03,summer,2012,Apr,22,158
2012-04-03,summer,2012,Apr,23,79
2012-04-04,summer,2012,Apr,0,41
2012-04-04,summer,2012,Apr,1,11
2012-04-04,summer,2012,Apr,2,5
2012-04-04,summer,2012,Apr,3,3
2012-04-04,summer,2012,Apr,4,1
2012-04-04,summer,2012,Apr,5,27
2012-04-04,summer,2012,Apr,6,126
2012-04-04,summer,2012,Apr,7,366
2012-04-04,summer,2012,Apr,8,684
2012-04-04,summer,2012,Apr,9,363
2012-04-04,summer,2012,Apr,10,167
2012-04-04,summer,2012,Apr,11,213
2012-04-04,summer,2012,Apr,12,283
2012-04-04,summer,2012,Apr,13,251
2012-04-04,summer,2012,Apr,14,258
2012-04-04,summer,2012,Apr,15,268
2012-04-04,summer,2012,Apr,16,390
2012-04-04,summer,2012,Apr,17,744
2012-04-04,summer,2012,Apr,18,759
2012-04-04,summer,2012,Apr,19,494
2012-04-04,summer,2012,Apr,20,372
2012-04-04,summer,2012,Apr,21,298
2012-04-04,summer,2012,Apr,22,181
2012-04-04,summer,2012,Apr,23,131
2012-04-05,summer,2012,Apr,0,45
2012-04-05,summer,2012,Apr,1,13
2012-04-05,summer,2012,Apr,2,18
2012-04-05,summer,2012,Apr,3,5
2012-04-05,summer,2012,Apr,4,1
2012-04-05,summer,2012,Apr,5,29
2012-04-05,summer,2012,Apr,6,126
2012-04-05,summer,2012,Apr,7,354
2012-04-05,summer,2012,Apr,8,638
2012-04-05,summer,2012,Apr,9,351
2012-04-05,summer,2012,Apr,10,246
2012-04-05,summer,2012,Apr,11,268
2012-04-05,summer,2012,Apr,12,276
2012-04-05,summer,2012,Apr,13,291
2012-04-05,summer,2012,Apr,14,287
2012-04-05,summer,2012,Apr,15,269
2012-04-05,summer,2012,Apr,16,402
2012-04-05,summer,2012,Apr,17,822
2012-04-05,summer,2012,Apr,18,698
2012-04-05,summer,2012,Apr,19,487
2012-04-05,summer,2012,Apr,20,312
2012-04-05,summer,2012,Apr,21,234
2012-04-05,summer,2012,Apr,22,149
2012-04-05,summer,2012,Apr,23,136
2012-04-06,summer,2012,Apr,0,61
2012-04-06,summer,2012,Apr,1,38
2012-04-06,summer,2012,Apr,2,11
2012-04-06,summer,2012,Apr,3,8
2012-04-06,summer,2012,Apr,4,5
2012-04-06,summer,2012,Apr,5,23
2012-04-06,summer,2012,Apr,6,80
2012-04-06,summer,2012,Apr,7,246
2012-04-06,summer,2012,Apr,8,508
2012-04-06,summer,2012,Apr,9,376
2012-04-06,summer,2012,Apr,10,238
2012-04-06,summer,2012,Apr,11,291
2012-04-06,summer,2012,Apr,12,337
2012-04-06,summer,2012,Apr,13,411
2012-04-06,summer,2012,Apr,14,490
2012-04-06,summer,2012,Apr,15,537
2012-04-06,summer,2012,Apr,16,536
2012-04-06,summer,2012,Apr,17,655
2012-04-06,summer,2012,Apr,18,484
2012-04-06,summer,2012,Apr,19,412
2012-04-06,summer,2012,Apr,20,252
2012-04-06,summer,2012,Apr,21,190
2012-04-06,summer,2012,Apr,22,158
2012-04-06,summer,2012,Apr,23,113
2012-04-07,summer,2012,Apr,0,94
2012-04-07,summer,2012,Apr,1,69
2012-04-07,summer,2012,Apr,2,36
2012-04-07,summer,2012,Apr,3,28
2012-04-07,summer,2012,Apr,4,7
2012-04-07,summer,2012,Apr,5,2
2012-04-07,summer,2012,Apr,6,19
2012-04-07,summer,2012,Apr,7,54
2012-04-07,summer,2012,Apr,8,123
2012-04-07,summer,2012,Apr,9,276
2012-04-07,summer,2012,Apr,10,363
2012-04-07,summer,2012,Apr,11,495
2012-04-07,summer,2012,Apr,12,590
2012-04-07,summer,2012,Apr,13,643
2012-04-07,summer,2012,Apr,14,578
2012-04-07,summer,2012,Apr,15,626
2012-04-07,summer,2012,Apr,16,615
2012-04-07,summer,2012,Apr,17,567
2012-04-07,summer,2012,Apr,18,517
2012-04-07,summer,2012,Apr,19,413
2012-04-07,summer,2012,Apr,20,208
2012-04-07,summer,2012,Apr,21,234
2012-04-07,summer,2012,Apr,22,182
2012-04-07,summer,2012,Apr,23,118
2012-04-08,summer,2012,Apr,0,85
2012-04-08,summer,2012,Apr,1,64
2012-04-08,summer,2012,Apr,2,32
2012-04-08,summer,2012,Apr,3,26
2012-04-08,summer,2012,Apr,4,7
2012-04-08,summer,2012,Apr,5,12
2012-04-08,summer,2012,Apr,6,28
2012-04-08,summer,2012,Apr,7,37
2012-04-08,summer,2012,Apr,8,84
2012-04-08,summer,2012,Apr,9,179
2012-04-08,summer,2012,Apr,10,299
2012-04-08,summer,2012,Apr,11,404
2012-04-08,summer,2012,Apr,12,457
2012-04-08,summer,2012,Apr,13,483
2012-04-08,summer,2012,Apr,14,503
2012-04-08,summer,2012,Apr,15,486
2012-04-08,summer,2012,Apr,16,476
2012-04-08,summer,2012,Apr,17,411
2012-04-08,summer,2012,Apr,18,310
2012-04-08,summer,2012,Apr,19,276
2012-04-08,summer,2012,Apr,20,211
2012-04-08,summer,2012,Apr,21,130
2012-04-08,summer,2012,Apr,22,118
2012-04-08,summer,2012,Apr,23,51
2012-04-09,summer,2012,Apr,0,37
2012-04-09,summer,2012,Apr,1,16
2012-04-09,summer,2012,Apr,2,6
2012-04-09,summer,2012,Apr,3,3
2012-04-09,summer,2012,Apr,4,5
2012-04-09,summer,2012,Apr,5,32
2012-04-09,summer,2012,Apr,6,111
2012-04-09,summer,2012,Apr,7,331
2012-04-09,summer,2012,Apr,8,617
2012-04-09,summer,2012,Apr,9,286
2012-04-09,summer,2012,Apr,10,178
2012-04-09,summer,2012,Apr,11,223
2012-04-09,summer,2012,Apr,12,280
2012-04-09,summer,2012,Apr,13,281
2012-04-09,summer,2012,Apr,14,218
2012-04-09,summer,2012,Apr,15,255
2012-04-09,summer,2012,Apr,16,391
2012-04-09,summer,2012,Apr,17,632
2012-04-09,summer,2012,Apr,18,646
2012-04-09,summer,2012,Apr,19,421
2012-04-09,summer,2012,Apr,20,276
2012-04-09,summer,2012,Apr,21,165
2012-04-09,summer,2012,Apr,22,108
2012-04-09,summer,2012,Apr,23,67
2012-04-10,summer,2012,Apr,0,26
2012-04-10,summer,2012,Apr,1,9
2012-04-10,summer,2012,Apr,2,2
2012-04-10,summer,2012,Apr,3,2
2012-04-10,summer,2012,Apr,4,2
2012-04-10,summer,2012,Apr,5,24
2012-04-10,summer,2012,Apr,6,103
2012-04-10,summer,2012,Apr,7,384
2012-04-10,summer,2012,Apr,8,692
2012-04-10,summer,2012,Apr,9,319
2012-04-10,summer,2012,Apr,10,181
2012-04-10,summer,2012,Apr,11,239
2012-04-10,summer,2012,Apr,12,259
2012-04-10,summer,2012,Apr,13,283
2012-04-10,summer,2012,Apr,14,224
2012-04-10,summer,2012,Apr,15,203
2012-04-10,summer,2012,Apr,16,362
2012-04-10,summer,2012,Apr,17,744
2012-04-10,summer,2012,Apr,18,704
2012-04-10,summer,2012,Apr,19,479
2012-04-10,summer,2012,Apr,20,282
2012-04-10,summer,2012,Apr,21,206
2012-04-10,summer,2012,Apr,22,127
2012-04-10,summer,2012,Apr,23,62
2012-04-11,summer,2012,Apr,0,30
2012-04-11,summer,2012,Apr,1,12
2012-04-11,summer,2012,Apr,2,2
2012-04-11,summer,2012,Apr,3,2
2012-04-11,summer,2012,Apr,5,27
2012-04-11,summer,2012,Apr,6,106
2012-04-11,summer,2012,Apr,7,321
2012-04-11,summer,2012,Apr,8,595
2012-04-11,summer,2012,Apr,9,302
2012-04-11,summer,2012,Apr,10,153
2012-04-11,summer,2012,Apr,11,180
2012-04-11,summer,2012,Apr,12,182
2012-04-11,summer,2012,Apr,13,163
2012-04-11,summer,2012,Apr,14,135
2012-04-11,summer,2012,Apr,15,202
2012-04-11,summer,2012,Apr,16,307
2012-04-11,summer,2012,Apr,17,579
2012-04-11,summer,2012,Apr,18,585
2012-04-11,summer,2012,Apr,19,384
2012-04-11,summer,2012,Apr,20,235
2012-04-11,summer,2012,Apr,21,165
2012-04-11,summer,2012,Apr,22,134
2012-04-11,summer,2012,Apr,23,61
2012-04-12,summer,2012,Apr,0,23
2012-04-12,summer,2012,Apr,1,9
2012-04-12,summer,2012,Apr,2,4
2012-04-12,summer,2012,Apr,3,5
2012-04-12,summer,2012,Apr,4,1
2012-04-12,summer,2012,Apr,5,21
2012-04-12,summer,2012,Apr,6,96
2012-04-12,summer,2012,Apr,7,306
2012-04-12,summer,2012,Apr,8,624
2012-04-12,summer,2012,Apr,9,287
2012-04-12,summer,2012,Apr,10,141
2012-04-12,summer,2012,Apr,11,224
2012-04-12,summer,2012,Apr,12,259
2012-04-12,summer,2012,Apr,13,203
2012-04-12,summer,2012,Apr,14,224
2012-04-12,summer,2012,Apr,15,211
2012-04-12,summer,2012,Apr,16,353
2012-04-12,summer,2012,Apr,17,656
2012-04-12,summer,2012,Apr,18,610
2012-04-12,summer,2012,Apr,19,433
2012-04-12,summer,2012,Apr,20,280
2012-04-12,summer,2012,Apr,21,187
2012-04-12,summer,2012,Apr,22,158
2012-04-12,summer,2012,Apr,23,94
2012-04-13,summer,2012,Apr,0,55
2012-04-13,summer,2012,Apr,1,30
2012-04-13,summer,2012,Apr,2,11
2012-04-13,summer,2012,Apr,3,11
2012-04-13,summer,2012,Apr,4,5
2012-04-13,summer,2012,Apr,5,21
2012-04-13,summer,2012,Apr,6,84
2012-04-13,summer,2012,Apr,7,296
2012-04-13,summer,2012,Apr,8,563
2012-04-13,summer,2012,Apr,9,330
2012-04-13,summer,2012,Apr,10,192
2012-04-13,summer,2012,Apr,11,233
2012-04-13,summer,2012,Apr,12,322
2012-04-13,summer,2012,Apr,13,358
2012-04-13,summer,2012,Apr,14,348
2012-04-13,summer,2012,Apr,15,352
2012-04-13,summer,2012,Apr,16,463
2012-04-13,summer,2012,Apr,17,738
2012-04-13,summer,2012,Apr,18,671
2012-04-13,summer,2012,Apr,19,427
2012-04-13,summer,2012,Apr,20,286
2012-04-13,summer,2012,Apr,21,189
2012-04-13,summer,2012,Apr,22,215
2012-04-13,summer,2012,Apr,23,198
2012-04-14,summer,2012,Apr,0,96
2012-04-14,summer,2012,Apr,1,70
2012-04-14,summer,2012,Apr,2,56
2012-04-14,summer,2012,Apr,3,32
2012-04-14,summer,2012,Apr,4,14
2012-04-14,summer,2012,Apr,5,7
2012-04-14,summer,2012,Apr,6,21
2012-04-14,summer,2012,Apr,7,64
2012-04-14,summer,2012,Apr,8,160
2012-04-14,summer,2012,Apr,9,265
2012-04-14,summer,2012,Apr,10,406
2012-04-14,summer,2012,Apr,11,564
2012-04-14,summer,2012,Apr,12,678
2012-04-14,summer,2012,Apr,13,678
2012-04-14,summer,2012,Apr,14,660
2012-04-14,summer,2012,Apr,15,658
2012-04-14,summer,2012,Apr,16,582
2012-04-14,summer,2012,Apr,17,560
2012-04-14,summer,2012,Apr,18,481
2012-04-14,summer,2012,Apr,19,459
2012-04-14,summer,2012,Apr,20,321
2012-04-14,summer,2012,Apr,21,220
2012-04-14,summer,2012,Apr,22,212
2012-04-14,summer,2012,Apr,23,196
2012-04-15,summer,2012,Apr,0,124
2012-04-15,summer,2012,Apr,1,106
2012-04-15,summer,2012,Apr,2,74
2012-04-15,summer,2012,Apr,3,45
2012-04-15,summer,2012,Apr,4,12
2012-04-15,summer,2012,Apr,5,10
2012-04-15,summer,2012,Apr,6,16
2012-04-15,summer,2012,Apr,7,46
2012-04-15,summer,2012,Apr,8,97
2012-04-15,summer,2012,Apr,9,251
2012-04-15,summer,2012,Apr,10,421
2012-04-15,summer,2012,Apr,11,528
2012-04-15,summer,2012,Apr,12,635
2012-04-15,summer,2012,Apr,13,681
2012-04-15,summer,2012,Apr,14,628
2012-04-15,summer,2012,Apr,15,617
2012-04-15,summer,2012,Apr,16,616
2012-04-15,summer,2012,Apr,17,623
2012-04-15,summer,2012,Apr,18,479
2012-04-15,summer,2012,Apr,19,379
2012-04-15,summer,2012,Apr,20,291
2012-04-15,summer,2012,Apr,21,229
2012-04-15,summer,2012,Apr,22,134
2012-04-15,summer,2012,Apr,23,90
2012-04-16,summer,2012,Apr,0,41
2012-04-16,summer,2012,Apr,1,28
2012-04-16,summer,2012,Apr,2,14
2012-04-16,summer,2012,Apr,3,8
2012-04-16,summer,2012,Apr,4,6
2012-04-16,summer,2012,Apr,5,38
2012-04-16,summer,2012,Apr,6,133
2012-04-16,summer,2012,Apr,7,387
2012-04-16,summer,2012,Apr,8,597
2012-04-16,summer,2012,Apr,9,297
2012-04-16,summer,2012,Apr,10,224
2012-04-16,summer,2012,Apr,11,251
2012-04-16,summer,2012,Apr,12,271
2012-04-16,summer,2012,Apr,13,263
2012-04-16,summer,2012,Apr,14,288
2012-04-16,summer,2012,Apr,15,275
2012-04-16,summer,2012,Apr,16,358
2012-04-16,summer,2012,Apr,17,712
2012-04-16,summer,2012,Apr,18,676
2012-04-16,summer,2012,Apr,19,522
2012-04-16,summer,2012,Apr,20,375
2012-04-16,summer,2012,Apr,21,271
2012-04-16,summer,2012,Apr,22,214
2012-04-16,summer,2012,Apr,23,121
2012-04-17,summer,2012,Apr,0,43
2012-04-17,summer,2012,Apr,1,11
2012-04-17,summer,2012,Apr,2,4
2012-04-17,summer,2012,Apr,3,6
2012-04-17,summer,2012,Apr,4,9
2012-04-17,summer,2012,Apr,5,30
2012-04-17,summer,2012,Apr,6,144
2012-04-17,summer,2012,Apr,7,461
2012-04-17,summer,2012,Apr,8,673
2012-04-17,summer,2012,Apr,9,400
2012-04-17,summer,2012,Apr,10,217
2012-04-17,summer,2012,Apr,11,239
2012-04-17,summer,2012,Apr,12,244
2012-04-17,summer,2012,Apr,13,239
2012-04-17,summer,2012,Apr,14,257
2012-04-17,summer,2012,Apr,15,308
2012-04-17,summer,2012,Apr,16,370
2012-04-17,summer,2012,Apr,17,781
2012-04-17,summer,2012,Apr,18,775
2012-04-17,summer,2012,Apr,19,537
2012-04-17,summer,2012,Apr,20,402
2012-04-17,summer,2012,Apr,21,297
2012-04-17,summer,2012,Apr,22,162
2012-04-17,summer,2012,Apr,23,82
2012-04-18,summer,2012,Apr,0,38
2012-04-18,summer,2012,Apr,1,14
2012-04-18,summer,2012,Apr,2,9
2012-04-18,summer,2012,Apr,3,6
2012-04-18,summer,2012,Apr,4,7
2012-04-18,summer,2012,Apr,5,34
2012-04-18,summer,2012,Apr,6,134
2012-04-18,summer,2012,Apr,7,418
2012-04-18,summer,2012,Apr,8,576
2012-04-18,summer,2012,Apr,9,265
2012-04-18,summer,2012,Apr,10,147
2012-04-18,summer,2012,Apr,11,119
2012-04-18,summer,2012,Apr,12,110
2012-04-18,summer,2012,Apr,13,64
2012-04-18,summer,2012,Apr,14,51
2012-04-18,summer,2012,Apr,15,98
2012-04-18,summer,2012,Apr,16,235
2012-04-18,summer,2012,Apr,17,488
2012-04-18,summer,2012,Apr,18,505
2012-04-18,summer,2012,Apr,19,368
2012-04-18,summer,2012,Apr,20,260
2012-04-18,summer,2012,Apr,21,189
2012-04-18,summer,2012,Apr,22,162
2012-04-18,summer,2012,Apr,23,70
2012-04-19,summer,2012,Apr,0,25
2012-04-19,summer,2012,Apr,1,13
2012-04-19,summer,2012,Apr,2,6
2012-04-19,summer,2012,Apr,3,4
2012-04-19,summer,2012,Apr,4,4
2012-04-19,summer,2012,Apr,5,30
2012-04-19,summer,2012,Apr,6,120
2012-04-19,summer,2012,Apr,7,406
2012-04-19,summer,2012,Apr,8,677
2012-04-19,summer,2012,Apr,9,301
2012-04-19,summer,2012,Apr,10,189
2012-04-19,summer,2012,Apr,11,229
